notice_id,title,department,sub_tier,office,posted_date,response_deadline,notice_type,set_aside,naics_code,classification_code,active,description,link
ff428c8dfc814c22a175991ec44f05c4,Y1DZ--619-CSI-904 Site Modification for Symbia EVO  (VA-26-00017774),,,,2026-02-19,2026-02-27T14:00:00-05:00,Solicitation,SDVOSBC,236220,Y1DZ,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=ff428c8dfc814c22a175991ec44f05c4,https://sam.gov/opp/ff428c8dfc814c22a175991ec44f05c4/view
fcb9ac9aa6fc46998fdf4dcc7f8b0e2b,"Z1DA--619A4-23-106 Correct the Mechanical/Fixtures & Piping for  Buildings 2, 4 & 4A (VA-26-00016382)",,,,2026-02-19,2026-03-06T14:00:00-05:00,Presolicitation,SDVOSBC,236220,Z1DA,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fcb9ac9aa6fc46998fdf4dcc7f8b0e2b,https://sam.gov/opp/fcb9ac9aa6fc46998fdf4dcc7f8b0e2b/view
f732d0df57f64f59abf2e828a85ad260,687-23-101 CON Repair Exterior Features,,,,2026-02-19,2026-03-02T08:00:00-08:00,Solicitation,SDVOSBC,236220,Z1DA,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f732d0df57f64f59abf2e828a85ad260,https://sam.gov/opp/f732d0df57f64f59abf2e828a85ad260/view
f56636b27eb849dd9eac77564ad053ac,Y1DZ--NRM-CONST 630-26-200 NYH Repair Underground Storage Tanks,,,,2026-02-19,2026-02-16T15:00:00-05:00,Presolicitation,SDVOSBC,236220,Y1DZ,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f56636b27eb849dd9eac77564ad053ac,https://sam.gov/opp/f56636b27eb849dd9eac77564ad053ac/view
f03377ed68e84b2ebd84247aa7714faa,"20--DAMPER,VENTILATION",,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SDVOSBC,332510,20,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f03377ed68e84b2ebd84247aa7714faa,https://sam.gov/opp/f03377ed68e84b2ebd84247aa7714faa/view
e5a090f21a46421e94db9cc5802abeef,"H258--Medical Physicist for the William S. Middleton Memorial  Veterans Hospital, Rockford VA Clinic, and Madison East  Clinic",,,,2026-02-19,2026-03-04T10:00:00-06:00,Solicitation,SDVOSBC,541990,H258,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e5a090f21a46421e94db9cc5802abeef,https://sam.gov/opp/e5a090f21a46421e94db9cc5802abeef/view
e3c450fb77db4a61a0547dbcf0d8d984,"61--CABLE ASSEMBLY,SPEC",,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SDVOSBC,334419,61,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e3c450fb77db4a61a0547dbcf0d8d984,https://sam.gov/opp/e3c450fb77db4a61a0547dbcf0d8d984/view
e26ca111152f4895a5d16e518afa6939,"66--TRANSMITTER,PRESSUR",,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SDVOSBC,334519,66,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e26ca111152f4895a5d16e518afa6939,https://sam.gov/opp/e26ca111152f4895a5d16e518afa6939/view
d7d6ce3737804b93a823c701c16a2211,4510--Answers to RFIs Project 504-26-002 Replace Heat Exchanger  B28,,,,2026-02-19,2026-03-02T10:00:00-06:00,Combined Synopsis/Solicitation,SDVOSBC,238220,4510,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d7d6ce3737804b93a823c701c16a2211,https://sam.gov/opp/d7d6ce3737804b93a823c701c16a2211/view
d4ea07cdcec544d0a7137f761db4917b,"53--SCREW,CLOSE TOLERAN",,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SDVOSBC,332722,53,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d4ea07cdcec544d0a7137f761db4917b,https://sam.gov/opp/d4ea07cdcec544d0a7137f761db4917b/view
d44e6b18ddec4fb1b5d9d09f3b83aaac,49--COMPOSITE REPAIR SE,,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SDVOSBC,336413,49,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d44e6b18ddec4fb1b5d9d09f3b83aaac,https://sam.gov/opp/d44e6b18ddec4fb1b5d9d09f3b83aaac/view
d342abf604a24e7f945edfb7759edc78,3825--GNV Street Sweeper    36C24826Q0343,,,,2026-02-19,2026-02-26T16:30:00-05:00,Presolicitation,SDVOSBC,333310,3825,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d342abf604a24e7f945edfb7759edc78,https://sam.gov/opp/d342abf604a24e7f945edfb7759edc78/view
ce421bf0a0494a499d0e5784dfea9758,R699--642-26-2-431-0004 | SEA 32705 | Temp  Staffing-Switchboard/Telephone Operators | NCO 4 Services 4  (VA-26-00032632),,,,2026-02-19,,Award Notice,SDVOSBC,561421,R699,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=ce421bf0a0494a499d0e5784dfea9758,https://sam.gov/opp/ce421bf0a0494a499d0e5784dfea9758/view
c80c793b338c4ed2a9865151d3b292c5,"66--ACCELEROMETER,ELECT",,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SDVOSBC,334519,66,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=c80c793b338c4ed2a9865151d3b292c5,https://sam.gov/opp/c80c793b338c4ed2a9865151d3b292c5/view
c74433d091064d4991fa963c43f23aad,"47--HOSE ASSEMBLY,AIR D",,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SDVOSBC,332999,47,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=c74433d091064d4991fa963c43f23aad,https://sam.gov/opp/c74433d091064d4991fa963c43f23aad/view
c628bcb167ae4430bed7d14bfd112933,66--SPRING AND SHAFT AS,,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SDVOSBC,333618,66,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=c628bcb167ae4430bed7d14bfd112933,https://sam.gov/opp/c628bcb167ae4430bed7d14bfd112933/view
