notice_id,title,department,sub_tier,office,posted_date,response_deadline,notice_type,set_aside,naics_code,classification_code,active,description,link
fe69c18a91a5406faa94a0ec3960212c,Sources Sought for Snow removal & deicing services,,,,2026-02-19,2026-03-04T17:00:00-05:00,Sources Sought,,561790,S218,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fe69c18a91a5406faa94a0ec3960212c,https://sam.gov/opp/fe69c18a91a5406faa94a0ec3960212c/view
fccbfc8b57054dd2b02974c65748da8f,"CED 1R06 Electric Forklift; Hyster-Yale model, DE0093153, is not safe to operate and is out of order. MHE in need of removal, disposal and replacement of a 36V Battery.",,,,2026-02-19,2026-02-27T14:00:00-05:00,Sources Sought,SBA,811310,J039,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fccbfc8b57054dd2b02974c65748da8f,https://sam.gov/opp/fccbfc8b57054dd2b02974c65748da8f/view
fac155e954fb4581b34788447ca1d2d9,Request for Information (RFI) - BIQ Industry Day Announcement,,,,2026-02-19,2026-01-28T17:00:00-05:00,Sources Sought,,,,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=fac155e954fb4581b34788447ca1d2d9,https://sam.gov/opp/fac155e954fb4581b34788447ca1d2d9/view
faa6df1d04454149ae6ee86744c3252a,Sources Sought Market Research Times Sq Video Display,,,,2026-02-19,2026-02-27T16:00:00-05:00,Sources Sought,,236220,,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=faa6df1d04454149ae6ee86744c3252a,https://sam.gov/opp/faa6df1d04454149ae6ee86744c3252a/view
f9b3dbbe52f146d4b1af16dc70fbadff,FY26 Columbus Laundry and Linen,,,,2026-02-19,2026-02-25T15:00:00-05:00,Sources Sought,NONE,812320,S209,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f9b3dbbe52f146d4b1af16dc70fbadff,https://sam.gov/opp/f9b3dbbe52f146d4b1af16dc70fbadff/view
f7fd3b80c09d45769eb51d8885f01d43,Spectrum Information Systems (SIS) Helpdesk,,,,2026-02-19,2026-02-26T16:00:00-05:00,Sources Sought,SBA,541330,,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f7fd3b80c09d45769eb51d8885f01d43,https://sam.gov/opp/f7fd3b80c09d45769eb51d8885f01d43/view
f7d9400654054adc84b351f4933c7f25,V231--Temporary Housing  Lodging  Amarillo VA Health Care System,,,,2026-02-19,2026-02-26T11:00:00-06:00,Sources Sought,,721110,V231,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f7d9400654054adc84b351f4933c7f25,https://sam.gov/opp/f7d9400654054adc84b351f4933c7f25/view
f37f5ebe25e04f6bb426decdb067d8f7,DiskTurbineAircra_End_Item_F100_NSN_2840016277060NZ_PN_4089401,,,,2026-02-19,2026-02-26T23:59:00-06:00,Sources Sought,,336412,2840,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f37f5ebe25e04f6bb426decdb067d8f7,https://sam.gov/opp/f37f5ebe25e04f6bb426decdb067d8f7/view
ef607bb1adf14088956e9600fa2fdcf8,X1DB--Spartansburg CBOC EOI,,,,2026-02-19,2026-03-10T16:00:00-04:00,Sources Sought,,531120,X1DB,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=ef607bb1adf14088956e9600fa2fdcf8,https://sam.gov/opp/ef607bb1adf14088956e9600fa2fdcf8/view
eecf949c65084f6eb9ed24eaac5c5db6,7th Enlisted Unaccompanied Personnel Housing ,,,,2026-02-19,2026-03-12T14:00:00-05:00,Sources Sought,,236220,Y1FC,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=eecf949c65084f6eb9ed24eaac5c5db6,https://sam.gov/opp/eecf949c65084f6eb9ed24eaac5c5db6/view
